open_date,close_date,open_price,close_price,size,pnl,commission,pnl_after_commission
2025-04-21 17:07:00,2025-04-21 17:57:00,133.94,134.73,6.0,4.739999999999952,1.61202,3.127979999999952
2025-04-30 13:44:00,2025-04-30 14:34:00,141.32,143.3,6.0,11.88000000000011,1.7077200000000001,10.172280000000109
2025-05-12 08:14:00,2025-05-12 09:04:00,174.48,176.57000000000002,6.0,12.54000000000002,2.1063,10.43370000000002
2025-05-18 18:04:00,2025-05-18 18:54:00,170.89,170.13,6.0,-4.559999999999945,2.04612,-6.606119999999946
2025-05-19 00:48:00,2025-05-19 01:38:00,168.46,168.01,6.0,-2.7000000000001023,2.01882,-4.718820000000102
2025-05-21 17:55:00,2025-05-21 18:15:00,166.4,167.75,12.0,8.759999999999707,6.030240000000001,2.7297599999997058
2025-05-23 12:17:00,2025-05-23 12:34:00,174.19999999999996,178.33,24.0,114.54000000000036,14.86518,99.67482000000037
2025-05-30 01:01:00,2025-05-30 01:51:00,162.41,163.08,6.0,4.0200000000000955,1.9529400000000001,2.0670600000000956
2025-05-30 16:34:00,2025-05-30 17:24:00,157.36,159.09,6.0,10.379999999999939,1.8987000000000003,8.481299999999939
2025-06-05 20:43:00,2025-06-05 21:33:00,142.7,144.18,6.0,8.88000000000011,1.7212800000000001,7.158720000000109
2025-06-13 00:37:00,2025-06-13 01:18:00,142.81,143.77,12.0,-0.9599999999996385,5.176680000000001,-6.1366799999996395
2025-06-17 00:03:00,2025-06-17 00:53:00,150.08,151.27,6.0,7.139999999999986,1.8081,5.331899999999987
2025-06-20 17:23:00,2025-06-20 18:13:00,137.82,138.72,6.0,5.400000000000034,1.65924,3.740760000000034
2025-06-21 21:34:00,2025-06-21 22:09:00,132.66,134.67,6.0,12.059999999999945,1.60398,10.456019999999945
2025-06-22 13:30:00,2025-06-22 14:20:00,127.92,128.38,6.0,2.7599999999999625,1.5377999999999998,1.2221999999999626
2025-07-11 15:59:00,2025-07-11 16:49:00,162.01,162.21,6.0,1.2000000000001023,1.94532,-0.7453199999998976
2025-07-22 03:45:00,2025-07-22 04:35:00,198.39,199.04,6.0,3.900000000000034,2.3845799999999997,1.5154200000000344
2025-07-22 14:06:00,2025-07-22 14:56:00,198.65,201.05000000000004,6.0,14.400000000000034,2.3982,12.001800000000035
2025-07-23 13:45:00,2025-07-23 14:35:00,189.47,191.24,6.0,10.620000000000061,2.2842599999999997,8.335740000000062
2025-07-25 03:35:00,2025-07-25 04:25:00,176.26,177.08,6.0,4.92000000000013,2.1200400000000004,2.7999600000001292
2025-07-30 19:09:00,2025-07-30 19:47:00,172.28,174.92,6.0,15.839999999999918,2.0831999999999997,13.756799999999918
2025-08-13 14:19:00,2025-08-13 15:09:00,197.94999999999996,195.37,6.0,-15.479999999999734,2.35992,-17.839919999999733
2025-08-13 15:11:00,2025-08-13 16:01:00,195.84,197.57000000000002,6.0,10.379999999999939,2.36046,8.019539999999939
2025-08-14 13:05:00,2025-08-14 13:11:00,188.26,193.64,24.0,125.7599999999992,16.14,109.6199999999992
2025-08-14 16:29:00,2025-08-14 17:19:00,191.34,192.43999999999997,6.0,6.599999999999966,2.30268,4.297319999999965
2025-08-24 20:08:00,2025-08-24 20:30:00,202.39,204.0,12.0,9.120000000000402,7.33488,1.7851200000004024
2025-08-25 20:36:00,2025-08-25 21:26:00,188.32000000000002,187.35,6.0,-5.820000000000164,2.25402,-8.074020000000164
2025-08-27 20:07:00,2025-08-27 20:21:00,204.12,207.24,6.0,18.720000000000027,2.46816,16.251840000000026
2025-08-29 07:17:00,2025-08-29 08:07:00,209.38,208.92999999999998,6.0,-2.699999999999932,2.50986,-5.2098599999999315
2025-08-29 16:01:00,2025-08-29 16:51:00,204.77,204.47,6.0,-1.8000000000000682,2.4554400000000003,-4.2554400000000685
2025-09-05 14:39:00,2025-09-05 15:29:00,203.48,203.83,6.0,2.1000000000001364,2.44386,-0.3438599999998635
2025-09-22 06:03:00,2025-09-22 06:08:00,217.05000000000004,222.13,12.0,60.599999999999625,7.9360800000000005,52.66391999999962
2025-09-24 04:12:00,2025-09-24 04:21:00,205.43999999999997,205.88,12.0,-14.879999999999768,7.42656,-22.30655999999977
2025-10-07 15:08:00,2025-10-07 15:58:00,222.73,223.69999999999996,6.0,5.819999999999993,2.67858,3.141419999999993
2025-10-10 15:32:00,2025-10-10 16:12:00,210.41,211.89,12.0,2.879999999999427,7.62516,-4.745160000000573
2025-10-10 21:01:00,2025-10-10 21:48:00,195.56000000000003,193.21,24.0,-150.65999999999974,16.380300000000002,-167.04029999999975
2025-10-10 22:20:00,2025-10-10 22:39:00,186.31000000000003,189.43999999999997,6.0,18.779999999999802,2.2545,16.525499999999802
2025-10-11 01:54:00,2025-10-11 02:07:00,182.56000000000003,185.67,6.0,18.65999999999974,2.2093800000000003,16.45061999999974
2025-10-11 03:36:00,2025-10-11 04:19:00,183.75,186.79,6.0,18.239999999999952,2.22324,16.01675999999995
2025-10-11 05:31:00,2025-10-11 06:18:00,181.4,184.68999999999997,6.0,19.739999999999952,2.1965399999999997,17.543459999999953
2025-10-13 11:32:00,2025-10-13 12:22:00,192.28,192.80000000000004,6.0,3.1200000000000614,2.31048,0.8095200000000613
2025-10-14 06:50:00,2025-10-14 07:40:00,195.5,194.85,6.0,-3.900000000000034,2.3421000000000003,-6.242100000000034
2025-10-16 09:36:00,2025-10-16 09:45:00,189.26,192.30000000000004,6.0,18.240000000000123,2.2893600000000003,15.950640000000122
2025-10-16 15:48:00,2025-10-16 16:38:00,188.88,187.26,6.0,-9.720000000000027,2.25684,-11.976840000000028
2025-10-17 07:32:00,2025-10-17 07:33:00,178.30000000000004,177.51,12.0,-31.860000000000696,6.422220000000001,-38.2822200000007
2025-10-17 14:37:00,2025-10-17 14:49:00,176.86,179.77,6.0,17.45999999999998,2.13978,15.32021999999998
2025-10-29 18:42:00,2025-10-29 18:49:00,189.80000000000004,192.72,6.0,17.519999999999754,2.29512,15.224879999999754
2025-11-03 03:54:00,2025-11-03 04:44:00,177.07000000000002,177.15,6.0,0.4799999999999045,2.12532,-1.6453200000000954
2025-11-03 15:31:00,2025-11-03 15:36:00,165.34,168.04,6.0,16.199999999999932,2.00028,14.199719999999932
2025-11-04 05:32:00,2025-11-04 06:13:00,159.08,158.7,12.0,-24.780000000000484,5.73798,-30.517980000000485
2025-11-04 17:08:00,2025-11-04 17:16:00,155.29,154.42,24.0,-95.52000000000044,13.0668,-108.58680000000044
2025-11-04 20:21:00,2025-11-04 20:31:00,150.54,153.02,6.0,14.88000000000011,1.8213599999999999,13.058640000000109
2025-11-04 21:35:00,2025-11-04 21:46:00,147.19,150.31,6.0,18.720000000000027,1.7850000000000001,16.935000000000027
2025-11-05 01:26:00,2025-11-05 01:54:00,149.44,151.81,6.0,14.220000000000027,1.8075,12.412500000000026
2025-11-12 16:17:00,2025-11-12 17:07:00,153.54,153.07,6.0,-2.819999999999993,1.8396599999999999,-4.6596599999999935
2025-11-13 18:37:00,2025-11-13 19:27:00,145.08,144.76,6.0,-1.9200000000001296,1.7390400000000001,-3.6590400000001297
2025-11-14 04:41:00,2025-11-14 04:56:00,139.91,142.09,6.0,13.080000000000041,1.6920000000000002,11.38800000000004
2025-11-14 12:38:00,2025-11-14 13:01:00,136.88,139.03,6.0,12.900000000000034,1.6554600000000002,11.244540000000034
2025-11-17 13:57:00,2025-11-17 14:35:00,137.55,139.76,6.0,13.259999999999877,1.6638600000000001,11.596139999999878
2025-11-17 16:09:00,2025-11-17 16:11:00,135.31,135.36,12.0,-11.700000000000102,4.88466,-16.584660000000103
2025-11-17 16:18:00,2025-11-17 16:41:00,134.03,136.1,6.0,12.419999999999959,1.6207799999999999,10.79921999999996
2025-11-20 16:47:00,2025-11-20 17:00:00,131.81,132.64,24.0,-16.800000000001432,11.158560000000001,-27.958560000001434
2025-11-20 17:13:00,2025-11-20 18:03:00,131.64,132.24,6.0,3.6000000000001364,1.58328,2.016720000000136
2025-11-21 07:37:00,2025-11-21 07:41:00,125.06,127.48,6.0,14.52000000000001,1.51524,13.00476000000001
2025-11-21 12:26:00,2025-11-21 12:37:00,122.73,124.71999999999998,6.0,11.93999999999997,1.4847000000000001,10.45529999999997
2025-11-21 15:41:00,2025-11-21 16:31:00,125.48,125.07,6.0,-2.460000000000065,1.5032999999999999,-3.9633000000000647
2025-12-01 00:33:00,2025-12-01 01:00:00,129.08,127.57,12.0,-41.69999999999993,4.634220000000001,-46.33421999999993
2025-12-07 22:10:00,2025-12-07 23:00:00,130.82,131.25,6.0,2.580000000000041,1.57242,1.007580000000041
2025-12-10 21:10:00,2025-12-10 22:00:00,137.32,137.16,6.0,-0.9599999999999795,1.64688,-2.6068799999999794
2025-12-12 16:01:00,2025-12-12 16:51:00,133.54,131.98,6.0,-9.360000000000014,1.5931199999999999,-10.953120000000013
2025-12-15 15:19:00,2025-12-15 15:49:00,128.26,127.92,12.0,-20.28000000000023,4.6254,-24.905400000000228
2025-12-17 17:12:00,2025-12-17 18:02:00,123.2,123.28000000000002,6.0,0.47999999999998977,1.4788800000000002,-0.9988800000000104
2025-12-18 17:22:00,2025-12-18 18:02:00,121.95,122.86999999999999,12.0,5.040000000000276,4.41828,0.621720000000276
2025-12-18 19:41:00,2025-12-18 20:31:00,117.57,117.8,6.0,1.3800000000000239,1.41222,-0.03221999999997616
2025-12-26 15:05:00,2025-12-26 15:55:00,121.77,121.17,6.0,-3.599999999999966,1.45764,-5.0576399999999655
2026-01-06 16:45:00,2026-01-06 17:35:00,138.58,138.53,6.0,-0.3000000000000682,1.6626600000000002,-1.9626600000000685
2026-01-19 00:05:00,2026-01-19 00:55:00,134.64,133.79,6.0,-5.099999999999966,1.61058,-6.710579999999966
2026-01-21 16:43:00,2026-01-21 17:33:00,126.89,125.71,6.0,-7.080000000000041,1.5156,-8.59560000000004
2026-01-29 15:43:00,2026-01-29 16:02:00,116.34999999999998,117.31,12.0,5.340000000000259,4.21782,1.1221800000002595
2026-01-30 01:45:00,2026-01-30 02:35:00,113.81,113.34999999999998,6.0,-2.7600000000000477,1.36296,-4.122960000000048
2026-01-31 08:19:00,2026-01-31 09:09:00,115.96999999999998,115.79,6.0,-1.0799999999998704,1.39056,-2.47055999999987
2026-01-31 14:32:00,2026-01-31 15:15:00,109.21999999999998,109.67,12.0,-2.939999999999884,3.9510600000000005,-6.891059999999884
2026-01-31 17:12:00,2026-01-31 17:40:00,101.26,103.6,24.0,30.83999999999898,8.67156,22.16843999999898
2026-02-01 14:39:00,2026-02-01 15:29:00,101.99,100.7,6.0,-7.739999999999952,1.21614,-8.956139999999952
2026-02-01 23:09:00,2026-02-01 23:26:00,98.93,100.73,6.0,10.799999999999983,1.1979600000000001,9.602039999999983
2026-02-02 03:26:00,2026-02-02 03:50:00,97.36,99.62,6.0,13.56000000000003,1.18188,12.378120000000031
2026-02-02 05:39:00,2026-02-02 06:17:00,97.84999999999998,99.56,6.0,10.260000000000133,1.18446,9.075540000000133
2026-02-04 15:04:00,2026-02-04 15:54:00,93.26,92.33,6.0,-5.580000000000041,1.11354,-6.693540000000041
2026-02-04 22:06:00,2026-02-04 22:23:00,90.21,91.87,6.0,9.960000000000065,1.0924800000000001,8.867520000000065
2026-02-05 11:28:00,2026-02-05 11:47:00,88.92,90.03,12.0,11.819999999999993,3.22926,8.590739999999993
2026-02-05 15:24:00,2026-02-05 16:09:00,84.34,84.41,12.0,-10.620000000000061,3.04938,-13.66938000000006
2026-02-05 17:23:00,2026-02-05 17:25:00,83.12,84.46,6.0,8.039999999999935,1.00548,7.034519999999935
2026-02-05 18:20:00,2026-02-05 19:10:00,82.32,82.41,6.0,0.5400000000000205,0.98838,-0.4483799999999796
2026-02-05 20:26:00,2026-02-05 21:03:00,78.18,79.98,12.0,23.93999999999997,2.8553400000000004,21.084659999999968
2026-02-05 22:25:00,2026-02-05 22:29:00,78.0,79.99,6.0,11.93999999999997,0.94794,10.99205999999997
2026-02-06 00:15:00,2026-02-06 00:39:00,72.36,75.57,48.0,124.14000000000016,13.478459999999998,110.66154000000016
2026-02-06 02:56:00,2026-02-06 03:46:00,76.79,76.3,6.0,-2.9400000000000546,0.91854,-3.8585400000000547
2026-02-06 07:10:00,2026-02-06 07:42:00,78.84,80.35,6.0,9.059999999999945,0.95514,8.104859999999945
2026-02-07 00:07:00,2026-02-07 00:57:00,86.43,86.51,6.0,0.47999999999998977,1.0376400000000001,-0.5576400000000103
2026-02-07 07:20:00,2026-02-07 07:41:00,84.75,86.09999999999998,6.0,8.099999999999966,1.0251000000000001,7.074899999999966
2026-02-11 14:59:00,2026-02-11 15:49:00,79.87,79.69,6.0,-1.080000000000041,0.95736,-2.037360000000041
2026-02-11 17:04:00,2026-02-11 17:26:00,78.33,79.68,6.0,8.100000000000051,0.9480600000000001,7.151940000000051
2026-02-12 16:14:00,2026-02-12 17:04:00,79.21,78.39,6.0,-4.919999999999959,0.9456,-5.865599999999959
2026-02-23 01:23:00,2026-02-23 01:55:00,78.14,77.7,24.0,-52.31999999999999,6.57912,-58.899119999999996
2026-02-23 01:56:00,2026-02-23 02:46:00,77.7,77.96,6.0,1.5599999999999454,0.9339599999999999,0.6260399999999455
2026-02-25 23:43:00,2026-02-25 23:44:00,87.12,87.26,12.0,-5.879999999999768,3.1472400000000005,-9.027239999999768
2026-02-28 06:38:00,2026-02-28 07:28:00,78.27,78.0,6.0,-1.6199999999999761,0.93762,-2.557619999999976
2026-03-01 16:52:00,2026-03-01 17:42:00,84.15,84.13,6.0,-0.12000000000006139,1.00968,-1.1296800000000613
2026-03-02 17:44:00,2026-03-02 18:34:00,86.63,87.66000000000001,6.0,6.180000000000007,1.04574,5.1342600000000065
2026-03-13 15:45:00,2026-03-13 16:35:00,89.77,89.46,6.0,-1.8600000000000136,1.07538,-2.9353800000000136
